@relation  'activity_recognition_PAMS01'

@attribute   ID  numeric
@attribute  timestamp  numeric
@attribute  accX0  numeric
@attribute  accy0  numeric
@attribute  accz0  numeric
@attribute  gyrox0  numeric
@attribute  gyroy0  numeric
@attribute  gyroz0  numeric
@attribute  accX1  numeric
@attribute  accy1  numeric
@attribute  accz1  numeric
@attribute  gyrox1  numeric
@attribute  gyroy1  numeric
@attribute  gyroz1  numeric
@attribute  accX2  numeric
@attribute  accy2  numeric
@attribute  accz2  numeric
@attribute  gyrox2  numeric
@attribute  gyroy2  numeric
@attribute  gyroz2  numeric
@attribute  accX3  numeric
@attribute  accy3  numeric
@attribute  accz3  numeric
@attribute  gyrox3  numeric
@attribute  gyroy3  numeric
@attribute  gyroz3  numeric
@attribute  accX4  numeric
@attribute  accy4  numeric
@attribute  accz4  numeric
@attribute  gyrox4  numeric
@attribute  gyroy4  numeric
@attribute  gyroz4  numeric
@attribute  accX5 numeric
@attribute  accy5  numeric
@attribute  accz5  numeric
@attribute  gyrox5  numeric
@attribute  gyroy5  numeric
@attribute  gyroz5  numeric
@attribute  accX6  numeric
@attribute  accy6  numeric
@attribute  accz6  numeric
@attribute  gyrox6  numeric
@attribute  gyroy6  numeric
@attribute  gyroz6  numeric
@attribute  accX7  numeric
@attribute  accy7  numeric
@attribute  accz7  numeric
@attribute  gyrox7  numeric
@attribute  gyroy7  numeric
@attribute  gyroz7  numeric
@attribute  accX8  numeric
@attribute  accy8  numeric
@attribute  accz8  numeric
@attribute  gyrox8  numeric
@attribute  gyroy8  numeric
@attribute  gyroz8  numeric
@attribute  accX9  numeric
@attribute  accy9  numeric
@attribute  accz9  numeric
@attribute  gyrox9  numeric
@attribute  gyroy9  numeric
@attribute  gyroz9  numeric
@attribute  email   string
@attribute  tdate   string
@attribute  position   string
@attribute  sex   string
@attribute  age   numeric
@attribute  CentroidAccX  numeric
@attribute  CentroidAccY  numeric
@attribute  CentroidAccZ  numeric
@attribute  CentroidGyroX  numeric
@attribute  CentroidGyroY  numeric
@attribute  CentroidGyroZ  numeric
@attribute  stdx  numeric
@attribute  stdy  numeric
@attribute  stdz  numeric
@attribute  Realstddev  numeric
@attribute  RADII  numeric
@attribute  Density  numeric
@attribute  Magnitude0  numeric
@attribute  Magnitude1  numeric
@attribute  Magnitude2  numeric
@attribute  Magnitude3  numeric
@attribute  Magnitude4  numeric
@attribute  Magnitude5  numeric
@attribute  Magnitude6  numeric
@attribute  Magnitude7  numeric
@attribute  Magnitude8  numeric
@attribute  Magnitude9  numeric
@attribute  MeanMagnitude  numeric
@attribute  AbsoluteDiffrence  numeric
@attribute   maxaccx   numeric
@attribute   maxaccy   numeric
@attribute   maxaccz   numeric
@attribute   maxgyrox   numeric
@attribute   maxgyroy   numeric
@attribute   maxgyroz   numeric
@attribute   Roll0    numeric
@attribute   Pitch0   numeric
@attribute   Yaw0     numeric
@attribute   Roll1    numeric
@attribute   Pitch1   numeric
@attribute   Yaw1     numeric
@attribute   Roll2    numeric
@attribute   Pitch2   numeric
@attribute   Yaw2     numeric
@attribute   Roll3    numeric
@attribute   Pitch3   numeric
@attribute   Yaw3     numeric
@attribute   Roll4    numeric
@attribute   Pitch4   numeric
@attribute   Yaw4     numeric
@attribute   Roll5    numeric
@attribute   Pitch5   numeric
@attribute   Yaw5     numeric
@attribute   Roll6    numeric
@attribute   Pitch6   numeric
@attribute   Yaw6     numeric
@attribute   Roll7    numeric
@attribute   Pitch7   numeric
@attribute   Yaw7     numeric
@attribute   Roll8    numeric
@attribute   Pitch8   numeric
@attribute   Yaw8     numeric
@attribute   Roll9    numeric
@attribute   Pitch9   numeric
@attribute   Yaw9     numeric
@attribute class {"Sitting", "Standing" , "Running" , "Walking" , "DownStairs" ,"UpStairs","cycling"}

@data

1,1.31E+13,-4.24073,-3.8834,2.35589,-2.2489,-0.06231,0.82772,2.58514,-1.54426,8.40365,-1.10475,0.75747,0.82772,6.61099,7.02997,12.06917,2.66979,0.42974,-1.15423,4.79559,2.32477,12.68747,1.31214,-1.4957,0.02382,-3.33153,0.33639,-3.06637,-2.4737,-0.36957,0.62827,3.85466,0.67337,10.08318,-1.11849,0.73457,1.39399,5.84484,5.65151,12.3463,2.44988,1.15881,-1.83229,4.06476,2.86945,13.53263,0.87873,-1.8607,0.22846,-3.29023,0.72125,-4.31794,-2.51096,0.01252,0.92516,5.03261,2.36727,12.53843,-0.77122,0.70097,1.25991,ali@gmail.com,Sun.Nov.19.20:14:50.GMT+03:30.2017,leg,Female,1,2.19261,1.654632,7.663241,-0.291748,0.00058,0.312853,156.0889271,91.77656049,418.0488593,8.160357509,13.20914208,0.001036355,6.214081122,8.926870733,15.45284865,13.76132748,4.540360707,10.81583791,14.78285641,14.41832486,5.476351053,13.71653592,10.81053948,36.16898865,6.61099,7.02997,13.53263,2.66979,1.15881,1.39399,-0.751093959,-0.675048932,0.452087063,0.293799334,-0.173864705,0.762801589,0.442076113,0.472294012,0.719986916,0.355952265,0.169749049,0.752037786,-0.823838117,0.074156776,-0.595272855,0.36440168,0.062298064,0.751324037,0.4064811,0.39228585,0.734929476,0.28579078,0.200351798,0.763809874,-0.64451023,0.132086406,-0.671929015,0.375675438,0.173453571,0.748090497,cycling
2,1.31E+13,4.3784,5.26844,11.42513,2.83747,0.93432,-2.02685,4.36164,3.16274,14.07072,0.71685,-1.95355,-2.02685,-1.36709,0.993,-3.2226,-2.25837,0.64782,1.06688,1.50835,-0.0844,14.3293,-1.89735,0.87537,1.07604,4.50469,4.68964,10.72303,2.8335,0.78069,-1.35307,3.49434,2.30322,13.55178,1.1133,-1.63406,-0.03757,-2.29724,1.18693,-2.74316,-2.17712,-0.25656,0.74342,1.91297,-0.80685,9.59835,-1.5965,0.50488,1.51708,5.99987,5.32291,12.30979,3.0134,1.13285,-1.75043,6.22313,2.0231,12.54861,1.04855,-1.90407,0.1347,ali@gmail.com,Sun.Nov.19.20:14:52.GMT+03:30.2017,leg,Female,1,2.871906,2.405873,9.259095,0.363373,-0.087231,-0.265665,76.025101,42.6539677,394.2102497,7.161629133,13.25737558,0.001025084,13.32142793,15.06691704,3.638699607,14.40871547,12.54066696,14.18329918,3.76975347,9.820325039,14.69226806,14.15231054,11.55943833,34.89907374,6.22313,5.32291,14.3293,3.0134,1.13285,1.51708,0.334898673,0.406597074,0.751167619,0.293688307,0.211485857,0.762469444,-0.385161056,0.276405848,-0.744074676,0.104875315,-0.005857599,0.782643319,0.367417585,0.383269329,0.744811139,0.248933054,0.163111897,0.769308391,-0.655287639,0.320305074,-0.654084507,0.196050496,-0.082253951,0.775660611,0.420666807,0.370727153,0.732212319,0.455292872,0.143443331,0.730536315,cycling
3,1.31E+13,-4.76745,-3.11545,-0.28192,-3.01767,-0.00702,1.10628,6.11479,-1.60591,13.23934,0.30268,0.10415,1.10628,6.03937,5.96156,10.48062,2.44193,0.33017,-1.73669,3.91093,2.5612,4.84287,0.13683,-0.99815,1.19363,-0.39923,-2.96881,6.39192,-2.72538,0.59804,1.57237,3.02747,0.15203,8.74063,-0.09163,1.44103,-0.40897,4.51786,3.98335,10.43513,2.32312,0.15394,-0.85735,2.96821,3.23457,12.14938,1.1863,-0.08674,-0.30543,3.58412,0.79128,8.11395,-0.91599,-0.16952,0.45082,-2.09253,-3.97856,4.11324,-2.7382,-0.1069,1.00487,ali@gmail.com,Sun.Nov.19.20:14:54.GMT+03:30.2017,leg,Female,1,2.290354,0.501526,7.822516,-0.309801,0.1259,0.312581,115.202272,103.4911654,153.2483767,6.098703256,11.33917967,0.001638277,5.702112511,14.67139146,13.48545821,6.731159539,7.059026753,9.251340471,12.04865446,12.91820994,8.905516538,6.093140797,9.686601068,28.7546196,6.11479,5.96156,13.23934,2.44193,1.44103,1.57237,-0.99010734,-0.578021212,-0.058962791,0.429903665,-0.109678363,0.737133309,0.464351589,0.457908702,0.713961829,0.619979855,0.390335908,0.661175245,-0.056586148,-0.434072732,0.784424794,0.333388293,0.016434034,0.757087731,0.384362268,0.336944954,0.742500271,0.231840789,0.25308142,0.770906756,0.414203216,0.088970121,0.740895516,-0.350560073,-0.711482301,0.727983731,cycling
4,1.31E+13,3.42251,1.54306,11.19768,0.70769,0.77336,-0.18876,5.23911,5.60662,10.77271,2.37352,-0.34728,-0.18876,3.50451,2.24456,10.75835,0.62492,-0.96272,0.405,-2.04285,-0.63985,-0.20351,-2.89825,0.30574,1.37781,4.54599,1.16837,13.43207,0.88942,1.39399,0.11759,4.3359,3.36924,9.73303,1.95507,-0.00367,-1.34238,3.90135,1.41797,12.07456,-0.13592,-1.97493,0.34422,-4.39815,-4.78421,2.05243,-3.23392,0.35186,0.85918,6.69239,0.85712,11.63103,0.63499,0.6918,0.01802,5.85023,3.4674,10.77092,2.21866,-0.28222,-1.74616,ali@gmail.com,Sun.Nov.19.20:14:55.GMT+03:30.2017,leg,Female,1,3.105099,1.425028,9.221927,0.313618,-0.005407,-0.034424,112.2438609,69.32931993,183.2368753,6.039950795,12.09359621,0.001350411,11.81027715,13.22625201,11.53523882,2.150362868,14.2285494,11.17513669,12.76817019,6.815046416,13.44632282,12.73816201,10.98935184,26.02658878,6.69239,5.60662,13.43207,2.37352,1.39399,1.37781,0.294008281,0.13102861,0.763078301,0.407281304,0.437748005,0.732422616,0.308688149,0.195832185,0.760196118,-1.253243754,-0.302130031,-0.098807139,0.325199445,0.082207046,0.758300176,0.398455451,0.306259492,0.7402015,0.310518928,0.111284622,0.76058353,-0.701492864,-0.778211684,0.400072514,0.520958296,0.063787069,0.71414389,0.477170958,0.275684523,0.720947322,cycling
5,1.31E+13,5.86579,0.79847,9.05068,0.13439,-1.33932,0.48319,-0.81403,-2.57317,4.65373,-3.25438,0.5342,0.48319,6.26203,0.40223,11.87045,1.52808,1.06291,-1.41385,5.75865,4.21559,9.23683,1.9395,-0.05315,-2.27364,5.93463,1.15999,10.84394,-0.08216,-1.93339,0.58063,-2.73059,-0.67876,2.67313,-2.93857,0.62705,1.68782,2.11408,1.36769,13.89116,0.06811,0.87232,0.57635,4.63817,3.93667,9.69173,3.70948,-0.02505,-0.85002,4.44903,2.16855,13.5015,0.76877,-0.6072,0.11545,-0.44472,0.2903,1.84354,-2.06778,0.36438,0.47373,ali@gmail.com,Sun.Nov.19.20:14:57.GMT+03:30.2017,leg,Female,1,3.103304,1.108756,8.725669,-0.019456,-0.049725,-0.013715,99.78980354,36.85946929,165.7453853,5.499042263,8.59434471,0.003762652,10.81479797,5.379688802,13.42692787,11.67271508,12.41597538,3.881038635,14.11751523,11.44288521,14.38008968,1.918512366,9.945014623,37.31160813,6.26203,4.21559,13.89116,3.70948,1.06291,1.68782,0.573274001,0.073898487,0.698172731,-0.151898905,-0.49873163,0.777863894,0.485192289,0.029961447,0.724171154,0.515928617,0.369499818,0.703675533,0.498357416,0.093563667,0.720087629,-0.780411599,-0.175795394,0.610422728,0.150314134,0.097031133,0.779673964,0.417342207,0.351203129,0.733933148,0.314549594,0.151379762,0.75963864,-0.233932408,0.151898614,0.771259445,cycling
6,1.31E+13,0.56563,-0.0844,7.21014,-1.67316,0.70983,1.44775,6.25725,5.03381,9.47924,2.08,0.98685,1.44775,4.42748,2.8485,10.97263,1.58825,-1.09803,-1.03969,4.82432,0.44113,7.03237,-1.09192,-0.47953,0.87568,-0.93494,-2.3942,4.15873,-4.04118,0.26542,1.32894,6.83485,1.96983,13.23156,1.38911,1.01648,-0.89217,5.63236,2.08236,14.32211,1.44836,-0.60262,-1.29839,3.6739,-0.6213,4.46339,-0.60995,-1.90437,1.01495,1.98958,-1.64482,10.37587,-0.66279,-0.07208,1.02198,1.79206,-3.95582,8.69993,-0.35919,1.17225,-0.08674,ali@gmail.com,Sun.Nov.19.20:14:59.GMT+03:30.2017,leg,Female,1,3.506249,0.367509,8.994597,-0.193247,-0.00058,0.382006,59.3921523,64.99289119,103.4285555,4.772982285,7.122977325,0.006609181,7.232785043,12.42370362,12.17025639,8.539489853,4.888899841,15.02230291,15.53005271,5.814241584,10.69217189,9.723619332,10.20375232,29.63945186,6.83485,5.03381,14.32211,2.08,1.17225,1.44775,0.078283557,-0.011669352,0.78386431,0.5278234,0.417173398,0.695468192,0.372338973,0.236245664,0.747723133,0.60036346,0.051680655,0.689569552,-0.192422556,-0.511770448,0.773073033,0.472349951,0.131505743,0.72640593,0.371136598,0.134490904,0.749478481,0.68397576,-0.107062721,0.657486836,0.187169105,-0.154447339,0.776371531,0.185359296,-0.418976706,0.775010266,cycling
7,1.31E+13,0.23583,-3.44945,8.02536,-0.40897,0.37232,-0.48014,0.59316,-2.59651,6.67084,-0.04551,0.62919,-0.48014,4.0055,2.29724,10.21606,1.26357,0.01527,-0.57971,5.02782,3.78643,9.49241,2.16521,-0.54031,-0.72265,3.64517,2.82636,11.03667,0.54336,-0.86743,1.48379,1.6095,-0.02394,6.62895,-1.20157,1.20738,0.1967,1.33118,-3.93128,7.68778,-2.44652,0.83841,0.27336,1.57239,-1.6502,5.81192,-0.32956,0.53542,0.35949,4.19704,2.79882,11.45805,1.78556,-0.34941,-0.71593,4.53821,2.61088,11.12226,2.05923,-0.42333,-0.49144,ali@gmail.com,Sun.Nov.19.20:15:01.GMT+03:30.2017,leg,Female,1,2.67558,0.266835,8.81503,0.33848,0.141751,-0.115667,28.47587526,78.36001829,39.95571547,3.831339309,4.549975107,0.025357431,8.738462349,7.182883075,11.21112054,11.38955108,11.96175823,6.821586434,8.736644891,6.242914739,12.51940286,12.29295375,9.709727794,21.65229496,5.02782,3.78643,11.45805,2.16521,1.20738,1.48379,0.026990863,-0.405788512,0.785182378,0.082673801,-0.369860927,0.783429324,0.365353178,0.206368957,0.749679462,0.457204494,0.338897704,0.723733146,0.3096605,0.238538734,0.759526194,0.238188011,-0.003509455,0.77108038,0.152963217,-0.466738398,0.778012915,0.254609925,-0.267510865,0.767741794,0.34186296,0.225463942,0.753943018,0.37811755,0.214018411,0.746936756,cycling
8,1.31E+13,1.9423,1.06722,8.99442,-0.58582,-1.03603,0.36682,-1.24977,-3.98096,5.99149,-2.89489,0.49388,0.36682,1.4443,0.43155,11.18511,0.07391,1.66705,0.10751,4.43765,4.96378,9.73063,2.46087,-0.39706,-0.32376,3.23098,2.78745,11.59213,0.98441,-1.18233,0.08094,3.19746,0.07063,7.40586,-1.49387,-0.20586,-0.31215,1.09415,-2.23559,5.74608,-2.51371,0.65393,0.47128,1.05884,0.26755,11.91534,0.56536,0.57971,-0.28069,5.04698,5.27383,9.56962,2.47064,-0.26359,0.0562,2.46543,2.15837,11.73877,1.25227,0.48075,-0.05345,ali@gmail.com,Sun.Nov.19.20:15:03.GMT+03:30.2017,leg,Female,1,2.266832,1.080383,9.386945,0.031917,0.079045,0.047952,30.25956198,75.45622975,49.03537615,3.933842497,7.036533042,0.006855768,9.263426955,7.301227294,11.28622716,11.79054747,12.35259435,8.066938787,6.261985487,11.96528531,12.03590117,12.18751932,10.25116533,20.2221656,5.04698,5.27383,11.91534,2.47064,1.66705,0.47128,0.21124156,0.115464294,0.774004744,-0.172019704,-0.576681733,0.774751426,0.128322014,0.038246193,0.781264134,0.385878876,0.434543715,0.738230634,0.264641088,0.22761743,0.766698516,0.407555206,0.008755602,0.742718005,0.175630452,-0.365064741,0.776494465,0.088608572,0.022362384,0.783431738,0.432704022,0.453567292,0.724198779,0.203697103,0.178035781,0.774607714,cycling
9,1.31E+13,3.05141,0.95948,5.15412,-1.71745,-0.15516,0.46181,2.81498,-0.00898,7.17842,-2.49264,0.71716,0.46181,0.30167,1.88364,11.73997,2.0354,-0.01313,-0.78374,3.54282,4.92128,9.99819,1.99417,-0.09957,0.23488,1.54187,2.58813,11.24377,0.40348,-0.72754,0.21594,1.10133,0.50877,3.10887,-2.26845,0.57055,0.16738,2.78266,0.59496,6.88872,-1.59986,0.54336,1.14385,1.9411,3.04662,11.62445,2.59862,0.66615,-1.71073,3.72119,3.99832,11.75553,1.65636,-0.92607,0.05192,2.50374,2.01113,10.98879,-0.45784,-1.01465,0.52748,ali@gmail.com,Sun.Nov.19.20:15:04.GMT+03:30.2017,leg,Female,1,2.330277,2.050335,8.968083,0.015179,-0.04389,0.07706,10.79321052,23.27338421,89.23596737,3.511446456,6.181998897,0.010109869,6.066024879,7.710635949,11.89394804,11.69334741,11.640367,3.337191538,7.453297077,12.17282221,12.96249603,11.44844372,9.637857385,27.96856019,3.72119,4.92128,11.75553,2.59862,0.71716,1.14385,0.527104405,0.158839859,0.710559844,0.37371609,-0.001164625,0.749668268,0.025366039,0.159039212,0.785233147,0.307815356,0.43439484,0.755844951,0.132849312,0.224214844,0.780740656,0.336321603,0.153051371,0.755859408,0.38261341,0.079910094,0.747646589,0.160145441,0.252969963,0.778522864,0.291170412,0.31356624,0.761533629,0.220478919,0.176584704,0.772746837,cycling
