@relation  'activity_recognition_PAMS01'

@attribute   ID  numeric
@attribute  timestamp  numeric
@attribute  accX0  numeric
@attribute  accy0  numeric
@attribute  accz0  numeric
@attribute  gyrox0  numeric
@attribute  gyroy0  numeric
@attribute  gyroz0  numeric
@attribute  accX1  numeric
@attribute  accy1  numeric
@attribute  accz1  numeric
@attribute  gyrox1  numeric
@attribute  gyroy1  numeric
@attribute  gyroz1  numeric
@attribute  accX2  numeric
@attribute  accy2  numeric
@attribute  accz2  numeric
@attribute  gyrox2  numeric
@attribute  gyroy2  numeric
@attribute  gyroz2  numeric
@attribute  accX3  numeric
@attribute  accy3  numeric
@attribute  accz3  numeric
@attribute  gyrox3  numeric
@attribute  gyroy3  numeric
@attribute  gyroz3  numeric
@attribute  accX4  numeric
@attribute  accy4  numeric
@attribute  accz4  numeric
@attribute  gyrox4  numeric
@attribute  gyroy4  numeric
@attribute  gyroz4  numeric
@attribute  accX5 numeric
@attribute  accy5  numeric
@attribute  accz5  numeric
@attribute  gyrox5  numeric
@attribute  gyroy5  numeric
@attribute  gyroz5  numeric
@attribute  accX6  numeric
@attribute  accy6  numeric
@attribute  accz6  numeric
@attribute  gyrox6  numeric
@attribute  gyroy6  numeric
@attribute  gyroz6  numeric
@attribute  accX7  numeric
@attribute  accy7  numeric
@attribute  accz7  numeric
@attribute  gyrox7  numeric
@attribute  gyroy7  numeric
@attribute  gyroz7  numeric
@attribute  accX8  numeric
@attribute  accy8  numeric
@attribute  accz8  numeric
@attribute  gyrox8  numeric
@attribute  gyroy8  numeric
@attribute  gyroz8  numeric
@attribute  accX9  numeric
@attribute  accy9  numeric
@attribute  accz9  numeric
@attribute  gyrox9  numeric
@attribute  gyroy9  numeric
@attribute  gyroz9  numeric
@attribute  email   string
@attribute  tdate   string
@attribute  position   string
@attribute  sex   string
@attribute  age   numeric
@attribute  CentroidAccX  numeric
@attribute  CentroidAccY  numeric
@attribute  CentroidAccZ  numeric
@attribute  CentroidGyroX  numeric
@attribute  CentroidGyroY  numeric
@attribute  CentroidGyroZ  numeric
@attribute  stdx  numeric
@attribute  stdy  numeric
@attribute  stdz  numeric
@attribute  Realstddev  numeric
@attribute  RADII  numeric
@attribute  Density  numeric
@attribute  Magnitude0  numeric
@attribute  Magnitude1  numeric
@attribute  Magnitude2  numeric
@attribute  Magnitude3  numeric
@attribute  Magnitude4  numeric
@attribute  Magnitude5  numeric
@attribute  Magnitude6  numeric
@attribute  Magnitude7  numeric
@attribute  Magnitude8  numeric
@attribute  Magnitude9  numeric
@attribute  MeanMagnitude  numeric
@attribute  AbsoluteDiffrence  numeric
@attribute   maxaccx   numeric
@attribute   maxaccy   numeric
@attribute   maxaccz   numeric
@attribute   maxgyrox   numeric
@attribute   maxgyroy   numeric
@attribute   maxgyroz   numeric
@attribute   Roll0    numeric
@attribute   Pitch0   numeric
@attribute   Yaw0     numeric
@attribute   Roll1    numeric
@attribute   Pitch1   numeric
@attribute   Yaw1     numeric
@attribute   Roll2    numeric
@attribute   Pitch2   numeric
@attribute   Yaw2     numeric
@attribute   Roll3    numeric
@attribute   Pitch3   numeric
@attribute   Yaw3     numeric
@attribute   Roll4    numeric
@attribute   Pitch4   numeric
@attribute   Yaw4     numeric
@attribute   Roll5    numeric
@attribute   Pitch5   numeric
@attribute   Yaw5     numeric
@attribute   Roll6    numeric
@attribute   Pitch6   numeric
@attribute   Yaw6     numeric
@attribute   Roll7    numeric
@attribute   Pitch7   numeric
@attribute   Yaw7     numeric
@attribute   Roll8    numeric
@attribute   Pitch8   numeric
@attribute   Yaw8     numeric
@attribute   Roll9    numeric
@attribute   Pitch9   numeric
@attribute   Yaw9     numeric
@attribute class {"Sitting", "Standing" , "Running" , "Walking" , "cycling" , "DownStairs" ,"UpStairs"}

@data

1,1.31E+13,-4.40593,-5.84065,11.29764,0.11179,-0.83291,0.31704,0.0844,1.63763,6.55592,1.66155,1.44622,0.31704,-8.49283,0.72365,9.28412,1.55221,0.60079,0.9725,2.45346,-3.21781,5.66827,1.47982,0.67348,-0.70372,-3.36744,-10.97382,19.60851,-3.45536,-0.59315,0.37721,-1.79984,-5.67665,10.69669,-4.07661,-0.759,-1.77548,-3.8409,-3.87561,6.56191,1.19974,1.49601,0.13867,0.84934,2.5612,5.66827,2.79257,0.11179,1.29534,-1.74477,-5.66408,9.22546,-0.84086,-0.44593,0.00183,-3.11067,-8.11694,11.00315,-2.96483,0.16066,-0.35888,p@gmail.com,Sun.Nov.19.20:18:57.GMT+03:30.2017,leg,Female,1,-2.337518,-3.844308,9.556994,-0.253998,0.185796,0.058155,85.70052353,172.0816511,155.8587936,6.431492581,12.36623041,0.001263049,13.4596464,6.757887423,12.6034406,6.964413253,22.72131251,12.24266949,8.534139003,6.277770995,10.96517838,14.02249239,11.45489504,35.55017233,2.45346,2.5612,19.60851,2.79257,1.49601,1.29534,-0.333490985,-0.448859008,0.750033337,0.012489435,0.244765364,0.785356733,-0.739407328,0.057448456,0.635680308,0.360011762,-0.480289624,0.742519543,-0.148754221,-0.504048782,0.778131946,-0.147548475,-0.482141335,0.778418759,-0.46683586,-0.47139566,0.712008445,0.135709421,0.420239583,0.779847272,-0.159798384,-0.542818689,0.776612708,-0.223695256,-0.617319465,0.766180374,cycling
2,1.31E+13,-4.2958,-5.42466,11.54604,-0.41966,0.7535,-0.13928,-0.33878,-0.0832,3.25133,2.20675,0.19242,-0.13928,1.34614,1.14144,4.5023,1.78678,0.90897,0.70158,-3.85706,-6.77679,9.23025,-1.29565,-0.88484,-0.39645,-1.76632,-6.99945,11.46463,-2.68353,0.135,-0.9108,-4.60405,-5.9472,12.19786,-0.02718,0.55986,0.09957,0.98881,0.62249,0.99778,2.35397,-0.27825,0.08919,1.82378,0.35255,3.18968,1.55954,0.65546,0.60873,-0.50398,-9.67317,13.01907,-2.15483,-1.02014,-0.87476,0.1227,-7.15567,12.45883,-2.4795,-0.08919,-0.11942,p@gmail.com,Sun.Nov.19.20:18:59.GMT+03:30.2017,leg,Female,1,-1.108456,-3.994366,8.185777,-0.115331,0.093279,-0.108092,51.86105981,146.7591334,195.3947375,6.277060863,8.796657597,0.003508967,13.46075308,3.269990963,4.835874633,12.08301741,13.54805992,14.33018677,1.536490789,3.691141218,16.22715001,14.36805879,9.735072358,51.21358365,1.82378,1.14144,13.01907,2.35397,0.90897,0.70158,-0.324816821,-0.414790555,0.753008885,-0.103788971,-0.025446241,0.782698533,0.282091785,0.238284447,0.763999152,-0.324899253,-0.595415084,0.74520604,-0.13074658,-0.542920283,0.779533479,-0.327084344,-0.427956033,0.752125366,0.699128497,0.417129195,0.617600215,0.516795324,0.095658286,0.714916333,-0.031062821,-0.638647701,0.78502381,0.00853988,-0.521321146,0.785373917,cycling
3,1.31E+13,-5.48332,-5.42526,8.10677,1.33627,-0.6014,0.20739,1.91835,3.41772,4.23893,2.85702,0.18204,0.20739,-0.22924,-3.65295,7.54114,0.07544,-0.12217,0.18998,-0.38906,-9.53551,12.4714,-2.79685,0.26267,-0.42241,-0.5375,-6.06571,12.10927,-1.29778,0.13714,-0.01741,-2.28467,-2.76231,4.82072,1.76723,-0.21228,-0.0504,1.55863,2.04644,4.78362,2.43735,0.48106,0.60445,-1.82977,-5.83826,9.43794,-0.97128,-0.54581,0.02352,-0.9924,-8.08462,12.10089,-2.98683,0.04887,-0.27306,-1.24498,-5.89692,11.93689,-0.416,0.84666,0.12095,p@gmail.com,Sun.Nov.19.20:19:00.GMT+03:30.2017,leg,Female,1,-0.951396,-4.179738,8.754757,0.000457,0.047678,0.05904,38.72008207,153.5132901,100.3875312,5.40944455,9.292443363,0.002976751,11.19017266,5.773162415,8.382445179,15.70392106,13.55419359,6.007446618,5.431414591,11.24757972,14.58689402,13.3720972,10.52493271,33.01052404,1.91835,3.41772,12.4714,2.85702,0.84666,0.60445,-0.512103633,-0.506161488,0.691769468,0.338727907,0.633539854,0.738885701,-0.027351039,-0.450911078,0.785167252,-0.024777239,-0.652538957,0.785154981,-0.039666025,-0.463985035,0.784906086,-0.390127496,-0.477786095,0.734829614,0.291057864,0.386315976,0.760184564,-0.163407468,-0.545760324,0.776174211,-0.068086267,-0.58744796,0.783722365,-0.093237855,-0.456697996,0.782693403,cycling
4,1.31E+13,-0.09337,-0.20949,3.00053,2.1026,-0.52076,0.1179,2.19429,0.85892,6.41107,1.78312,0.49266,0.1179,-1.53229,-3.16932,8.00322,-0.65882,-1.15423,-0.09957,-2.08355,-8.5042,10.80084,-2.34847,-0.03635,-0.52229,-0.84096,-7.53874,12.05062,-1.26266,0.21869,0.20097,-5.55275,-6.01723,7.08684,1.26174,0.45571,-0.18509,2.40917,2.42293,4.92427,2.67987,0.29627,0.95478,-0.9517,-2.37325,6.94318,0.35797,-0.37415,0.17562,-3.85407,-8.51677,10.8194,-2.31701,0.13592,-0.59376,-0.98701,-7.07726,12.37144,-1.64078,0.63499,-0.04826,p@gmail.com,Sun.Nov.19.20:19:02.GMT+03:30.2017,leg,Female,1,-1.129224,-4.012441,8.241141,-0.004244,0.014875,0.01182,52.83937495,149.3163521,89.65949523,5.401992431,8.058279298,0.004564628,3.009283021,6.8304078,8.743227795,13.90398299,14.23928569,10.82882222,5.993590319,7.399040273,14.29855388,14.28685849,9.953305248,35.58195406,2.40917,2.42293,12.37144,2.67987,0.63499,0.95478,-0.031032305,-0.069670939,0.785156201,0.327052481,0.126083238,0.757718036,-0.176164261,-0.370936667,0.776398463,-0.150419333,-0.658128979,0.776264383,-0.059093529,-0.55793143,0.784183611,-0.538414051,-0.589166212,0.666858162,0.41365391,0.416162546,0.731852074,-0.128982125,-0.326522336,0.78074478,-0.272918064,-0.638060379,0.755550148,-0.06914024,-0.518259013,0.783811944,cycling
5,1.31E+13,-5.64672,-5.84544,6.88453,1.26999,0.42302,-0.13134,2.54683,2.40138,5.11401,2.48561,0.30452,-0.13134,-0.16819,-1.82737,7.27718,0.45815,-0.63713,0.28466,-3.92709,-7.89249,11.04565,-1.90132,0.00886,-0.7761,-0.22087,-6.95276,11.13543,-1.85856,0.4667,-0.3207,-4.31794,-6.2752,11.68071,0.37415,0.69822,0.05101,1.64901,1.32818,1.43353,2.30541,-0.62553,0.55192,1.05644,0.25498,4.54539,1.37414,-0.05345,0.54611,-5.23073,-9.12909,10.50516,-1.58214,-1.01312,-0.60323,-0.79248,-7.52677,12.39777,-2.62886,-0.21197,-0.62797,p@gmail.com,Sun.Nov.19.20:19:04.GMT+03:30.2017,leg,Female,1,-1.505174,-4.146458,8.201936,0.029657,-0.063988,-0.115698,81.68387559,163.1759692,123.0114963,6.065239823,9.259149946,0.003008978,10.65135526,6.197262882,7.504992854,14.13222623,13.12964038,13.94495346,2.557010824,4.673505165,14.86805997,14.52532245,10.21843295,39.88192012,2.54683,2.40138,12.39777,2.48561,0.69822,0.55192,-0.558766834,-0.580925405,0.658178516,0.423507348,0.397907771,0.730122663,-0.022412291,-0.245959686,0.785264658,-0.281588472,-0.59254582,0.755658258,-0.016823036,-0.558066305,0.785299827,-0.314816258,-0.466763006,0.753398344,0.700889218,0.546180047,0.580635154,0.228019519,0.054585725,0.772247036,-0.359503859,-0.661127027,0.730140569,-0.054585617,-0.544724689,0.784378766,cycling
6,1.31E+13,-5.03979,-6.12078,11.12825,0.26939,1.65361,0.01833,1.82079,0.96786,1.47603,2.55647,-1.45844,0.01833,0.9086,-0.37589,5.13317,1.32313,0.13561,0.53848,-3.38121,-8.96329,11.07797,-1.78525,-1.19699,-0.66157,1.03789,-7.46991,12.138,-2.42697,-0.05864,-0.2923,-2.90955,-7.10898,12.68209,0.40806,1.11391,-0.20281,2.56239,2.04285,0.11073,2.89917,-1.00945,0.15944,-0.39504,-3.20344,8.37671,1.16645,0.52473,0.38362,1.14203,-8.48326,12.1793,-2.31854,-0.69455,-0.09774,0.91578,-6.7738,12.02608,-1.83565,-1.31061,0.17623,p@gmail.com,Sun.Nov.19.20:19:06.GMT+03:30.2017,leg,Female,1,-0.333811,-4.548864,8.632833,0.025626,-0.230082,0.004001,58.26607815,150.5834075,201.1393411,6.403036988,11.15638442,0.001720132,13.66387131,2.53588126,5.226498015,14.64563307,14.29012999,14.82695129,3.278923568,8.977045999,14.88641264,13.83291797,10.61642651,44.8947144,2.56239,2.04285,12.68209,2.89917,1.65361,0.53848,-0.377761326,-0.464475102,0.738824485,0.8009401,0.391598218,0.561992204,0.174732681,-0.071982196,0.77768592,-0.232969828,-0.658601059,0.763137647,0.072693857,-0.550052662,0.783576934,-0.197515626,-0.500043107,0.772575567,0.897023031,0.672603534,0.043146476,-0.044019782,-0.364891456,0.78484278,0.076791717,-0.606342742,0.783209663,0.066251407,-0.511730721,0.783952666,cycling
7,1.31E+13,-4.0875,-4.0061,6.91146,1.43798,0.13011,-0.15485,2.30981,1.76932,4.56814,2.6145,0.43524,-0.15485,-0.10175,-4.53582,8.4222,-0.24221,-0.12248,0.13531,1.41378,-9.25179,11.75194,-2.95353,0.0171,-0.62736,-0.70449,-6.50325,7.36337,-1.17744,0.10354,-0.29902,0.29449,-5.77541,6.08427,0.50396,-0.68081,-0.29749,1.20428,-5.19781,8.5874,0.28802,1.43584,0.26725,-1.27431,-5.45639,7.46632,0.1628,-0.30055,0.12431,-0.47944,-6.17704,8.13909,-0.33109,-0.40225,-0.17196,0.66319,-5.96276,9.44692,-0.32284,0.44624,0.08583,p@gmail.com,Sun.Nov.19.20:19:08.GMT+03:30.2017,leg,Female,1,-0.076194,-5.109705,7.874111,-0.001985,0.106198,-0.109283,28.32082069,70.40513172,33.8775044,3.641475756,7.996464487,0.004671305,8.97355965,5.416051935,9.566476309,15.02339795,9.849252991,8.394070911,10.10994351,9.334987528,10.22890375,11.19100645,9.808765098,14.71735831,2.30981,1.76932,11.75194,2.6145,1.43584,0.26725,-0.472939238,-0.462775919,0.710695083,0.440591843,0.332789519,0.728604075,-0.010636301,-0.493983548,0.785361677,0.094244661,-0.663433152,0.781805993,-0.071588383,-0.72118953,0.783120158,0.035090297,-0.758776998,0.784813163,0.119401884,-0.539991255,0.780529287,-0.136936583,-0.624275552,0.778220021,-0.046888282,-0.648361159,0.784532191,0.05929572,-0.561926131,0.78416912,cycling
8,1.31E+13,0.05028,-5.30675,10.43453,0.59651,-0.06933,0.15455,-0.28012,0.04369,6.04895,1.97035,-0.13347,0.15455,0.96127,0.90381,4.27604,1.41782,0.37232,0.36255,-1.52511,-5.0386,9.08001,-0.42516,-0.28375,-0.07697,-0.01556,-8.80408,12.31218,-2.91138,0.00153,-0.29596,-0.22505,-6.74447,12.55998,-0.58368,0.26023,0.09774,-1.99078,-2.82157,3.81636,1.69454,-0.90836,0.13714,1.50715,1.00796,3.64577,2.32587,0.80543,1.17836,-2.33255,-6.29256,9.7881,-0.8772,-0.94501,0.01772,0.25917,-7.69616,10.984,-3.036,0.27,-0.73426,p@gmail.com,Sun.Nov.19.20:19:09.GMT+03:30.2017,leg,Female,1,-0.35913,-4.074873,8.294592,0.017167,-0.063041,0.099542,13.83480659,119.1260981,111.8520217,4.94785738,7.136507432,0.006571661,11.7065597,6.055590156,4.47497828,10.49571494,15.13611057,14.25803706,5.146752949,4.071746969,11.86777159,13.41440658,9.662766878,37.80399832,1.50715,1.00796,12.55998,2.32587,0.80543,1.17836,0.004295041,-0.47048004,0.785392359,-0.046274597,0.007214884,0.78486261,0.216497265,0.203368647,0.773074107,-0.14582414,-0.50072605,0.778443111,-0.001028005,-0.620768748,0.785397764,-0.015784736,-0.49272597,0.785317912,-0.397162319,-0.580238386,0.725373216,0.379168597,0.250150485,0.745996478,-0.197832837,-0.558863017,0.771591124,0.019321475,-0.611044754,0.785259018,cycling
9,1.31E+13,-0.8248,-7.08265,12.97957,-0.26542,0.65576,-0.02566,0.89902,0.44891,-0.40701,2.21561,-1.96088,-0.02566,1.06602,-0.65242,4.96797,1.71195,1.36192,0.70188,-0.36452,-9.64803,12.52826,-2.21286,-0.59834,-0.39279,1.27611,-7.44836,12.12184,-2.37077,0.35369,-0.21411,-3.96061,-7.28615,7.85238,1.01495,-0.07178,0.17868,3.386,3.67929,0.73023,3.4349,-0.45845,0.10568,-2.43131,-9.91259,11.10431,-0.4444,0.5058,0.04123,2.28347,-8.26239,12.90894,-3.25744,-0.64874,-0.62461,-2.59112,-7.03835,11.33176,0.47831,0.38668,-0.13134,p@gmail.com,Sun.Nov.19.20:19:11.GMT+03:30.2017,leg,Female,1,-0.126174,-5.320274,8.611825,0.030483,-0.047434,-0.03867,49.2178974,198.9905548,236.1249505,6.959406603,12.46784096,0.001232419,14.80923575,1.08416525,5.122770385,15.81691045,14.28445058,11.42078303,5.053257044,15.08232109,15.49587221,13.58900505,11.17587708,44.53487715,3.386,3.67929,12.97957,3.4349,1.36192,0.70188,-0.055723808,-0.498671197,0.784390673,0.977724707,0.42691042,-0.391174916,0.209626339,-0.12770369,0.774145263,-0.023048261,-0.656037822,0.785186611,0.08945486,-0.548527506,0.782642784,-0.354146233,-0.691862981,0.728854212,0.734293502,0.815549948,0.207772428,-0.161909111,-0.71714077,0.773692663,0.147898487,-0.562377939,0.777695789,-0.19185245,-0.544446232,0.772658453,cycling
